Brand Name,Category Name,City,Customer,Order Date,Order Id,Product Name,Sales Rep,State,Store Name,Region/Regions,Revenue,Total Units
Electra,Children Bicycles,Plainview,Margit Osborn,03-02-2016,53,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$600,2
Electra,Comfort Bicycles,Plainview,Margit Osborn,03-02-2016,53,Electra Townie Original 7D - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",2
Trek,Mountain Bikes,Plainview,Margit Osborn,03-02-2016,53,Trek Remedy 29 Carbon Frameset - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$3,600",2
Electra,Comfort Bicycles,Long Beach,Inge Olsen,04-02-2016,54,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Surly,Mountain Bikes,Long Beach,Inge Olsen,04-02-2016,54,Surly Wednesday Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,000",1
Electra,Children Bicycles,Garden City,Chanel May,04-02-2016,55,Electra Cruiser 1 (24-Inch) - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$270,1
Electra,Cruisers Bicycles,Garden City,Chanel May,04-02-2016,55,Electra Moto 1 - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,060",2
Electra,Comfort Bicycles,Garden City,Chanel May,04-02-2016,55,Electra Townie Original 7D - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",2
Electra,Cruisers Bicycles,Rome,Nathaniel Davidson,04-02-2016,56,Electra Townie Original 7D EQ - Women's - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,200",2
Electra,Cruisers Bicycles,Rochester,Dalia Carson,04-02-2016,57,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Rochester,Dalia Carson,04-02-2016,57,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,2
Pure Cycles,Cruisers Bicycles,Rochester,Dalia Carson,04-02-2016,57,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Electra,Cruisers Bicycles,Franklin Square,Tiana Henderson,05-02-2016,58,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$540,2
Electra,Children Bicycles,Franklin Square,Tiana Henderson,05-02-2016,58,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$300,1
Pure Cycles,Cruisers Bicycles,Franklin Square,Tiana Henderson,05-02-2016,58,Pure Cycles Western 3-Speed - Women's - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$449,1
Electra,Children Bicycles,Richmond Hill,Rodney Odom,05-02-2016,59,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Pure Cycles,Cruisers Bicycles,Richmond Hill,Rodney Odom,05-02-2016,59,Pure Cycles Vine 8-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$858,2
Ritchey,Mountain Bikes,Richmond Hill,Rodney Odom,05-02-2016,59,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$750,1
Electra,Children Bicycles,Atwater,Joesph Delacruz,06-02-2016,60,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Cruisers Bicycles,Atwater,Joesph Delacruz,06-02-2016,60,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$540,2
Electra,Cruisers Bicycles,Atwater,Joesph Delacruz,06-02-2016,60,Electra Moto 1 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$530,1
Trek,Mountain Bikes,Atwater,Joesph Delacruz,06-02-2016,60,Trek Fuel EX 8 29 - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,900",1
Electra,Cruisers Bicycles,Monroe,Mark Garrett,06-02-2016,61,Electra Moto 1 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,060",2
Electra,Comfort Bicycles,Monroe,Mark Garrett,06-02-2016,61,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Heller,Mountain Bikes,Monroe,Mark Garrett,06-02-2016,61,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,642",2
Electra,Children Bicycles,Ridgecrest,Denis Logan,07-02-2016,62,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$540,2
Electra,Cruisers Bicycles,Ridgecrest,Denis Logan,07-02-2016,62,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$270,1
Trek,Mountain Bikes,Ridgecrest,Denis Logan,07-02-2016,62,Trek Remedy 29 Carbon Frameset - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$3,600",2
Electra,Comfort Bicycles,Huntington Station,Dann Huff,07-02-2016,63,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,000",2
Pure Cycles,Cruisers Bicycles,Huntington Station,Dann Huff,07-02-2016,63,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Surly,Mountain Bikes,Huntington Station,Dann Huff,07-02-2016,63,Surly Wednesday Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,000",1
Electra,Children Bicycles,Clifton Park,Corine Stuart,07-02-2016,64,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$540,2
Electra,Children Bicycles,Clifton Park,Corine Stuart,07-02-2016,64,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$600,2
Electra,Comfort Bicycles,Clifton Park,Corine Stuart,07-02-2016,64,Electra Townie Original 21D - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,100",2
Electra,Comfort Bicycles,Clifton Park,Corine Stuart,07-02-2016,64,Electra Townie Original 7D - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",2
Electra,Cruisers Bicycles,Shirley,Serafina Clemons,08-02-2016,65,Electra Townie Original 21D - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$550,1
Electra,Children Bicycles,Far Rockaway,Susannah Fields,09-02-2016,66,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Cruisers Bicycles,Far Rockaway,Susannah Fields,09-02-2016,66,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Ritchey,Mountain Bikes,Far Rockaway,Susannah Fields,09-02-2016,66,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$750,1
Electra,Children Bicycles,Sugar Land,Lazaro Moran,09-02-2016,67,Electra Cruiser 1 (24-Inch) - 2016,Kali Vargas,TX,Rowlett Bikes,Region,$270,1
Electra,Children Bicycles,Sugar Land,Lazaro Moran,09-02-2016,67,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Kali Vargas,TX,Rowlett Bikes,Region,$600,2
Electra,Cruisers Bicycles,Sugar Land,Lazaro Moran,09-02-2016,67,Electra Townie Original 21D - 2016,Kali Vargas,TX,Rowlett Bikes,Region,"$1,100",2
Heller,Mountain Bikes,Sugar Land,Lazaro Moran,09-02-2016,67,Heller Shagamaw Frame - 2016,Kali Vargas,TX,Rowlett Bikes,Region,"$2,642",2
Pure Cycles,Cruisers Bicycles,Sugar Land,Lazaro Moran,09-02-2016,67,Pure Cycles William 3-Speed - 2016,Kali Vargas,TX,Rowlett Bikes,Region,$449,1
Electra,Cruisers Bicycles,Bronx,Kristen Alvarez,10-02-2016,68,Electra Cruiser 1 (24-Inch) - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$540,2
Pure Cycles,Cruisers Bicycles,Bronx,Kristen Alvarez,10-02-2016,68,Pure Cycles Vine 8-Speed - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$429,1
Electra,Children Bicycles,New Windsor,Ophelia Decker,10-02-2016,69,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$540,2
Heller,Mountain Bikes,New Windsor,Ophelia Decker,10-02-2016,69,Heller Shagamaw Frame - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,321",1
Surly,Cyclocross Bicycles,New Windsor,Ophelia Decker,10-02-2016,69,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,549",1
Electra,Cruisers Bicycles,Sugar Land,Cleotilde Booth,11-02-2016,70,Electra Townie Original 7D EQ - Women's - 2016,Layla Terrell,TX,Rowlett Bikes,Region,$600,1
Pure Cycles,Cruisers Bicycles,Sugar Land,Cleotilde Booth,11-02-2016,70,Pure Cycles Western 3-Speed - Women's - 2015/2016,Layla Terrell,TX,Rowlett Bikes,Region,$449,1
Surly,Mountain Bikes,Sugar Land,Cleotilde Booth,11-02-2016,70,Surly Wednesday Frameset - 2016,Layla Terrell,TX,Rowlett Bikes,Region,"$2,000",2
Electra,Comfort Bicycles,Bayside,Cathey Lamb,11-02-2016,71,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Bayside,Cathey Lamb,11-02-2016,71,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Pure Cycles,Cruisers Bicycles,Bayside,Cathey Lamb,11-02-2016,71,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$449,1
Electra,Cruisers Bicycles,San Diego,Cesar Wilkins,12-02-2016,72,Electra Cruiser 1 (24-Inch) - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$540,2
Electra,Cruisers Bicycles,San Diego,Cesar Wilkins,12-02-2016,72,Electra Townie Original 21D - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$550,1
Pure Cycles,Cruisers Bicycles,San Diego,Cesar Wilkins,12-02-2016,72,Pure Cycles Vine 8-Speed - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$858,2
Electra,Children Bicycles,Ballston Spa,Gabriel Wagner,12-02-2016,73,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Ballston Spa,Gabriel Wagner,12-02-2016,73,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,2
Electra,Comfort Bicycles,Ballston Spa,Gabriel Wagner,12-02-2016,73,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Ballston Spa,Gabriel Wagner,12-02-2016,73,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Surly,Mountain Bikes,Ballston Spa,Gabriel Wagner,12-02-2016,73,Surly Wednesday Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$2,000",2
Electra,Cruisers Bicycles,Garden City,Mariela Huffman,13-02-2016,74,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Surly,Mountain Bikes,Garden City,Mariela Huffman,13-02-2016,74,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$470,1
Electra,Cruisers Bicycles,Carmel,Euna Lopez,14-02-2016,75,Electra Moto 1 - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$530,1
Surly,Mountain Bikes,Carmel,Euna Lopez,14-02-2016,75,Surly Wednesday Frameset - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",1
Trek,Mountain Bikes,Carmel,Euna Lopez,14-02-2016,75,Trek Slash 8 27.5 - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$8,000",2
Electra,Cruisers Bicycles,Port Washington,Genoveva Baldwin,16-02-2016,76,Electra Townie Original 21D - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$550,1
Heller,Mountain Bikes,Port Washington,Genoveva Baldwin,16-02-2016,76,Heller Shagamaw Frame - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,321",1
Surly,Cyclocross Bicycles,Port Washington,Genoveva Baldwin,16-02-2016,76,Surly Straggler 650b - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$3,362",2
Electra,Comfort Bicycles,Glendora,Rochelle Ward,16-02-2016,77,Electra Townie Original 21D - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$1,100",2
Electra,Comfort Bicycles,Glendora,Rochelle Ward,16-02-2016,77,Electra Townie Original 7D - 2015/2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$500,1
Electra,Comfort Bicycles,Glendora,Rochelle Ward,16-02-2016,77,Electra Townie Original 7D EQ - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Glendora,Rochelle Ward,16-02-2016,77,Electra Townie Original 7D EQ - Women's - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$600,1
Electra,Cruisers Bicycles,Ronkonkoma,Trinidad Chapman,16-02-2016,78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$540,2
Pure Cycles,Cruisers Bicycles,Ronkonkoma,Trinidad Chapman,16-02-2016,78,Pure Cycles Vine 8-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$429,1
Pure Cycles,Cruisers Bicycles,Ronkonkoma,Trinidad Chapman,16-02-2016,78,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$898,2
Pure Cycles,Cruisers Bicycles,Ronkonkoma,Trinidad Chapman,16-02-2016,78,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$449,1
Electra,Comfort Bicycles,Santa Monica,Ellena Clements,17-02-2016,79,Electra Townie Original 7D - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$1,000",2
Pure Cycles,Cruisers Bicycles,Santa Monica,Ellena Clements,17-02-2016,79,Pure Cycles Vine 8-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$858,2
Surly,Mountain Bikes,Santa Monica,Ellena Clements,17-02-2016,79,Surly Ice Cream Truck Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$470,1
Trek,Electric Bikes,Santa Monica,Ellena Clements,17-02-2016,79,Trek Conduit+ - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$6,000",2
Electra,Comfort Bicycles,Franklin Square,Jeannie Wilcox,17-02-2016,80,Electra Townie Original 21D - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Franklin Square,Jeannie Wilcox,17-02-2016,80,Electra Townie Original 7D EQ - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$600,1
Pure Cycles,Cruisers Bicycles,Franklin Square,Jeannie Wilcox,17-02-2016,80,Pure Cycles Vine 8-Speed - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$429,1
Electra,Children Bicycles,Glen Cove,Max Charles,17-02-2016,81,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$600,2
Electra,Comfort Bicycles,Glen Cove,Max Charles,17-02-2016,81,Electra Townie Original 7D - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",2
Surly,Cyclocross Bicycles,Glen Cove,Max Charles,17-02-2016,81,Surly Straggler - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$3,098",2
Electra,Comfort Bicycles,New Windsor,Bronwyn Vargas,18-02-2016,82,Electra Townie Original 7D - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,000",2
Surly,Cyclocross Bicycles,New Windsor,Bronwyn Vargas,18-02-2016,82,Surly Straggler 650b - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$3,362",2
Electra,Cruisers Bicycles,Upland,Gertrude Terry,19-02-2016,83,Electra Townie Original 7D EQ - Women's - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$600,1
Surly,Mountain Bikes,Upland,Gertrude Terry,19-02-2016,83,Surly Wednesday Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$2,000",2
Electra,Children Bicycles,Woodside,Christia Wilkins,20-02-2016,84,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,2
Electra,Cruisers Bicycles,Woodside,Christia Wilkins,20-02-2016,84,Electra Moto 1 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,060",2
Pure Cycles,Cruisers Bicycles,Yonkers,Aaron Knapp,20-02-2016,85,Pure Cycles Western 3-Speed - Women's - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$449,1
Trek,Mountain Bikes,Yonkers,Aaron Knapp,20-02-2016,85,Trek Fuel EX 8 29 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$5,800",2
Electra,Children Bicycles,Ronkonkoma,Lavette Wright,21-02-2016,86,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$540,2
Electra,Children Bicycles,Ronkonkoma,Lavette Wright,21-02-2016,86,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,2
Electra,Cruisers Bicycles,Ronkonkoma,Lavette Wright,21-02-2016,86,Electra Moto 1 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$530,1
Trek,Electric Bikes,Ronkonkoma,Lavette Wright,21-02-2016,86,Trek Conduit+ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$6,000",2
Electra,Children Bicycles,Brooklyn,Rosa Kinney,21-02-2016,87,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$600,2
Electra,Cruisers Bicycles,Brooklyn,Rosa Kinney,21-02-2016,87,Electra Townie Original 7D EQ - Women's - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,200",2
Surly,Cyclocross Bicycles,Shirley,Rodolfo Buck,21-02-2016,88,Surly Straggler - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$1,549",1
Trek,Mountain Bikes,Shirley,Rodolfo Buck,21-02-2016,88,Trek Remedy 29 Carbon Frameset - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$3,600",2
Trek,Mountain Bikes,Shirley,Rodolfo Buck,21-02-2016,88,Trek Slash 8 27.5 - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,"$4,000",1
Heller,Mountain Bikes,Lake Jackson,Calandra Stanton,21-02-2016,89,Heller Shagamaw Frame - 2016,Kali Vargas,TX,Rowlett Bikes,Region,"$1,321",1
Surly,Mountain Bikes,Lake Jackson,Calandra Stanton,21-02-2016,89,Surly Ice Cream Truck Frameset - 2016,Kali Vargas,TX,Rowlett Bikes,Region,$940,2
Surly,Mountain Bikes,Ithaca,Romaine Haley,23-02-2016,90,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$470,1
Surly,Mountain Bikes,Ithaca,Romaine Haley,23-02-2016,90,Surly Wednesday Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,000",1
Electra,Cruisers Bicycles,San Pablo,Catrice Hicks,25-02-2016,91,Electra Cruiser 1 (24-Inch) - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$540,2
Electra,Cruisers Bicycles,San Pablo,Catrice Hicks,25-02-2016,91,Electra Moto 1 - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$1,060",2
Electra,Comfort Bicycles,San Pablo,Catrice Hicks,25-02-2016,91,Electra Townie Original 7D - 2015/2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$500,1
Surly,Cyclocross Bicycles,San Pablo,Catrice Hicks,25-02-2016,91,Surly Straggler 650b - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$1,681",1
Trek,Mountain Bikes,Centereach,Kimberli Cline,25-02-2016,92,Trek Remedy 29 Carbon Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,800",1
Electra,Children Bicycles,Lawndale,Cindie Franklin,26-02-2016,93,Electra Cruiser 1 (24-Inch) - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$270,1
Electra,Children Bicycles,Lawndale,Cindie Franklin,26-02-2016,93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$540,2
Pure Cycles,Cruisers Bicycles,Lawndale,Cindie Franklin,26-02-2016,93,Pure Cycles Vine 8-Speed - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$429,1
Ritchey,Mountain Bikes,Lawndale,Cindie Franklin,26-02-2016,93,Ritchey Timberwolf Frameset - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,$750,1
Surly,Cyclocross Bicycles,Lawndale,Cindie Franklin,26-02-2016,93,Surly Straggler - 2016,Genna Serrano,CA,Santa Cruz Bikes,Region,"$3,098",2
Electra,Children Bicycles,Pleasanton,Thurman Ellis,27-02-2016,94,Electra Cruiser 1 (24-Inch) - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$540,2
Electra,Cruisers Bicycles,Pleasanton,Thurman Ellis,27-02-2016,94,Electra Townie Original 21D - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,$550,1
Surly,Cyclocross Bicycles,Pleasanton,Thurman Ellis,27-02-2016,94,Surly Straggler 650b - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$1,681",1
Trek,Mountain Bikes,Pleasanton,Thurman Ellis,27-02-2016,94,Trek Fuel EX 8 29 - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$2,900",1
Electra,Cruisers Bicycles,Port Washington,Casey Gill,27-02-2016,95,Electra Townie Original 7D EQ - Women's - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Pure Cycles,Cruisers Bicycles,Port Washington,Casey Gill,27-02-2016,95,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$449,1
Surly,Cyclocross Bicycles,Port Washington,Casey Gill,27-02-2016,95,Surly Straggler - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,098",2
Trek,Mountain Bikes,Port Washington,Casey Gill,27-02-2016,95,Trek Remedy 29 Carbon Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,600",2
Electra,Children Bicycles,Lindenhurst,Keitha Black,27-02-2016,96,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Comfort Bicycles,Lindenhurst,Keitha Black,27-02-2016,96,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Cruisers Bicycles,Rockville Centre,Alpha King,28-02-2016,97,Electra Townie Original 7D EQ - Women's - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Pure Cycles,Cruisers Bicycles,Rockville Centre,Alpha King,28-02-2016,97,Pure Cycles William 3-Speed - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$449,1
Ritchey,Mountain Bikes,Rockville Centre,Alpha King,28-02-2016,97,Ritchey Timberwolf Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$750,1
Surly,Mountain Bikes,Rockville Centre,Alpha King,28-02-2016,97,Surly Ice Cream Truck Frameset - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$940,2
Electra,Children Bicycles,Pittsford,Leticia Snyder,28-02-2016,98,Electra Cruiser 1 (24-Inch) - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Pittsford,Leticia Snyder,28-02-2016,98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$540,2
Pure Cycles,Cruisers Bicycles,Pittsford,Leticia Snyder,28-02-2016,98,Pure Cycles William 3-Speed - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$449,1
Ritchey,Mountain Bikes,Pittsford,Leticia Snyder,28-02-2016,98,Ritchey Timberwolf Frameset - 2016,Marcelene Boyer,NY,Baldwin Bikes,Region,$750,1
Electra,Children Bicycles,Fort Worth,Rikki Morrow,29-02-2016,99,Electra Cruiser 1 (24-Inch) - 2016,Layla Terrell,TX,Rowlett Bikes,Region,$270,1
Electra,Cruisers Bicycles,Fort Worth,Rikki Morrow,29-02-2016,99,Electra Cruiser 1 (24-Inch) - 2016,Layla Terrell,TX,Rowlett Bikes,Region,$270,1
Electra,Children Bicycles,Fort Worth,Rikki Morrow,29-02-2016,99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Layla Terrell,TX,Rowlett Bikes,Region,$600,2
Electra,Comfort Bicycles,Fort Worth,Rikki Morrow,29-02-2016,99,Electra Townie Original 7D - 2015/2016,Layla Terrell,TX,Rowlett Bikes,Region,"$1,000",2
Trek,Mountain Bikes,Fort Worth,Rikki Morrow,29-02-2016,99,Trek Slash 8 27.5 - 2016,Layla Terrell,TX,Rowlett Bikes,Region,"$8,000",2
Electra,Comfort Bicycles,Bethpage,Luke Kramer,01-03-2016,100,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,100",2
Electra,Cruisers Bicycles,Bethpage,Luke Kramer,01-03-2016,100,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,100",2
Electra,Cruisers Bicycles,Bethpage,Luke Kramer,01-03-2016,100,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$1,200",2
Surly,Cyclocross Bicycles,Bethpage,Luke Kramer,01-03-2016,100,Surly Straggler 650b - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$3,362",2
Trek,Mountain Bikes,Bethpage,Luke Kramer,01-03-2016,100,Trek Slash 8 27.5 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,"$8,000",2
Electra,Cruisers Bicycles,Longview,Katheleen Marks,01-03-2016,101,Electra Townie Original 21D - 2016,Kali Vargas,TX,Rowlett Bikes,Region,"$1,100",2
Electra,Children Bicycles,Lancaster,Trisha Johnson,02-03-2016,102,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Cruisers Bicycles,Lancaster,Trisha Johnson,02-03-2016,102,Electra Moto 1 - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$530,1
Electra,Cruisers Bicycles,Canyon Country,Brigida Larson,03-03-2016,103,Electra Moto 1 - 2016,Mireya Copeland,CA,Santa Cruz Bikes,Region,"$1,060",2
